Grp	Grpseq	codepoint	Graph	Name	NumericValue	BidirectionalClass	BidirectionalMirrored	Block	CanonicalCombiningClass	CantoneseReading	Category	DecompositionMapping	DecompositionType	Definition	HangulReading	JapaneseKunReading	JapaneseOnReading	KoreanReading	MandarinReading	AliasName	AliasKind	NumericType	OldName	SimpleLowerCaseMapping	SimpleTitleCaseMapping	SimpleUpperCaseMapping	SimplifiedVariant	TraditionalVariant	UnicodeRadicalStrokeCounts	VietnameseReading	IsAscii	IsBmp	Plane
108	1	12891	㉛	CIRCLED NUMBER THIRTY ONE	31	OtherNeutral	False	Enclosed CJK Letters and Months	NotReordered	-	OtherNumber	31	Circle	-	-	-	-	-	-			Numeric	-	-	-	-	-	-		-	False	True	0
109	1	12892	㉜	CIRCLED NUMBER THIRTY TWO	32	OtherNeutral	False	Enclosed CJK Letters and Months	NotReordered	-	OtherNumber	32	Circle	-	-	-	-	-	-			Numeric	-	-	-	-	-	-		-	False	True	0
110	1	12893	㉝	CIRCLED NUMBER THIRTY THREE	33	OtherNeutral	False	Enclosed CJK Letters and Months	NotReordered	-	OtherNumber	33	Circle	-	-	-	-	-	-			Numeric	-	-	-	-	-	-		-	False	True	0
111	1	12894	㉞	CIRCLED NUMBER THIRTY FOUR	34	OtherNeutral	False	Enclosed CJK Letters and Months	NotReordered	-	OtherNumber	34	Circle	-	-	-	-	-	-			Numeric	-	-	-	-	-	-		-	False	True	0
112	1	12895	㉟	CIRCLED NUMBER THIRTY FIVE	35	OtherNeutral	False	Enclosed CJK Letters and Months	NotReordered	-	OtherNumber	35	Circle	-	-	-	-	-	-			Numeric	-	-	-	-	-	-		-	False	True	0
113	1	12896	㉠	CIRCLED HANGUL KIYEOK	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	ᄀ	Circle	-	-	-	-	-	-			None	CIRCLED HANGUL GIYEOG	-	-	-	-	-		-	False	True	0
114	1	12897	㉡	CIRCLED HANGUL NIEUN	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	ᄂ	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
115	1	12898	㉢	CIRCLED HANGUL TIKEUT	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	ᄃ	Circle	-	-	-	-	-	-			None	CIRCLED HANGUL DIGEUD	-	-	-	-	-		-	False	True	0
116	1	12899	㉣	CIRCLED HANGUL RIEUL	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	ᄅ	Circle	-	-	-	-	-	-			None	CIRCLED HANGUL LIEUL	-	-	-	-	-		-	False	True	0
117	1	12900	㉤	CIRCLED HANGUL MIEUM	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	ᄆ	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
118	1	12901	㉥	CIRCLED HANGUL PIEUP	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	ᄇ	Circle	-	-	-	-	-	-			None	CIRCLED HANGUL BIEUB	-	-	-	-	-		-	False	True	0
119	1	12902	㉦	CIRCLED HANGUL SIOS	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	ᄉ	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
120	1	12903	㉧	CIRCLED HANGUL IEUNG	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	ᄋ	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
121	1	12904	㉨	CIRCLED HANGUL CIEUC	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	ᄌ	Circle	-	-	-	-	-	-			None	CIRCLED HANGUL JIEUJ	-	-	-	-	-		-	False	True	0
122	1	12905	㉩	CIRCLED HANGUL CHIEUCH	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	ᄎ	Circle	-	-	-	-	-	-			None	CIRCLED HANGUL CIEUC	-	-	-	-	-		-	False	True	0
123	1	12906	㉪	CIRCLED HANGUL KHIEUKH	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	ᄏ	Circle	-	-	-	-	-	-			None	CIRCLED HANGUL KIYEOK	-	-	-	-	-		-	False	True	0
124	1	12907	㉫	CIRCLED HANGUL THIEUTH	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	ᄐ	Circle	-	-	-	-	-	-			None	CIRCLED HANGUL TIEUT	-	-	-	-	-		-	False	True	0
125	1	12908	㉬	CIRCLED HANGUL PHIEUPH	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	ᄑ	Circle	-	-	-	-	-	-			None	CIRCLED HANGUL PIEUP	-	-	-	-	-		-	False	True	0
126	1	12909	㉭	CIRCLED HANGUL HIEUH	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	ᄒ	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
127	1	12910	㉮	CIRCLED HANGUL KIYEOK A	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	가	Circle	-	-	-	-	-	-			None	CIRCLED HANGUL GA	-	-	-	-	-		-	False	True	0
128	1	12911	㉯	CIRCLED HANGUL NIEUN A	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	나	Circle	-	-	-	-	-	-			None	CIRCLED HANGUL NA	-	-	-	-	-		-	False	True	0
129	1	12912	㉰	CIRCLED HANGUL TIKEUT A	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	다	Circle	-	-	-	-	-	-			None	CIRCLED HANGUL DA	-	-	-	-	-		-	False	True	0
130	1	12913	㉱	CIRCLED HANGUL RIEUL A	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	라	Circle	-	-	-	-	-	-			None	CIRCLED HANGUL LA	-	-	-	-	-		-	False	True	0
131	1	12914	㉲	CIRCLED HANGUL MIEUM A	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	마	Circle	-	-	-	-	-	-			None	CIRCLED HANGUL MA	-	-	-	-	-		-	False	True	0
132	1	12915	㉳	CIRCLED HANGUL PIEUP A	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	바	Circle	-	-	-	-	-	-			None	CIRCLED HANGUL BA	-	-	-	-	-		-	False	True	0
133	1	12916	㉴	CIRCLED HANGUL SIOS A	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	사	Circle	-	-	-	-	-	-			None	CIRCLED HANGUL SA	-	-	-	-	-		-	False	True	0
134	1	12917	㉵	CIRCLED HANGUL IEUNG A	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	아	Circle	-	-	-	-	-	-			None	CIRCLED HANGUL A	-	-	-	-	-		-	False	True	0
135	1	12918	㉶	CIRCLED HANGUL CIEUC A	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	자	Circle	-	-	-	-	-	-			None	CIRCLED HANGUL JA	-	-	-	-	-		-	False	True	0
136	1	12919	㉷	CIRCLED HANGUL CHIEUCH A	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	차	Circle	-	-	-	-	-	-			None	CIRCLED HANGUL CA	-	-	-	-	-		-	False	True	0
137	1	12920	㉸	CIRCLED HANGUL KHIEUKH A	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	카	Circle	-	-	-	-	-	-			None	CIRCLED HANGUL KA	-	-	-	-	-		-	False	True	0
138	1	12921	㉹	CIRCLED HANGUL THIEUTH A	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	타	Circle	-	-	-	-	-	-			None	CIRCLED HANGUL TA	-	-	-	-	-		-	False	True	0
139	1	12922	㉺	CIRCLED HANGUL PHIEUPH A	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	파	Circle	-	-	-	-	-	-			None	CIRCLED HANGUL PA	-	-	-	-	-		-	False	True	0
140	1	12923	㉻	CIRCLED HANGUL HIEUH A	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	하	Circle	-	-	-	-	-	-			None	CIRCLED HANGUL HA	-	-	-	-	-		-	False	True	0
141	1	12924	㉼	CIRCLED KOREAN CHARACTER CHAMKO	-	OtherNeutral	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	참고	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
142	1	12925	㉽	CIRCLED KOREAN CHARACTER JUEUI	-	OtherNeutral	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	주의	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
143	1	12926	㉾	CIRCLED HANGUL IEUNG U	-	OtherNeutral	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	우	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
144	1	12927	㉿	KOREAN STANDARD SYMBOL	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	-	Canonical	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
145	1	12928	㊀	CIRCLED IDEOGRAPH ONE	1	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherNumber	一	Circle	-	-	-	-	-	-			Numeric	-	-	-	-	-	-		-	False	True	0
146	1	12929	㊁	CIRCLED IDEOGRAPH TWO	2	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherNumber	二	Circle	-	-	-	-	-	-			Numeric	-	-	-	-	-	-		-	False	True	0
147	1	12930	㊂	CIRCLED IDEOGRAPH THREE	3	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherNumber	三	Circle	-	-	-	-	-	-			Numeric	-	-	-	-	-	-		-	False	True	0
148	1	12931	㊃	CIRCLED IDEOGRAPH FOUR	4	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherNumber	四	Circle	-	-	-	-	-	-			Numeric	-	-	-	-	-	-		-	False	True	0
149	1	12932	㊄	CIRCLED IDEOGRAPH FIVE	5	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherNumber	五	Circle	-	-	-	-	-	-			Numeric	-	-	-	-	-	-		-	False	True	0
150	1	12933	㊅	CIRCLED IDEOGRAPH SIX	6	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherNumber	六	Circle	-	-	-	-	-	-			Numeric	-	-	-	-	-	-		-	False	True	0
151	1	12934	㊆	CIRCLED IDEOGRAPH SEVEN	7	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherNumber	七	Circle	-	-	-	-	-	-			Numeric	-	-	-	-	-	-		-	False	True	0
152	1	12935	㊇	CIRCLED IDEOGRAPH EIGHT	8	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherNumber	八	Circle	-	-	-	-	-	-			Numeric	-	-	-	-	-	-		-	False	True	0
153	1	12936	㊈	CIRCLED IDEOGRAPH NINE	9	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherNumber	九	Circle	-	-	-	-	-	-			Numeric	-	-	-	-	-	-		-	False	True	0
154	1	12937	㊉	CIRCLED IDEOGRAPH TEN	10	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherNumber	十	Circle	-	-	-	-	-	-			Numeric	-	-	-	-	-	-		-	False	True	0
155	1	12938	㊊	CIRCLED IDEOGRAPH MOON	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	月	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
156	1	12939	㊋	CIRCLED IDEOGRAPH FIRE	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	火	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
157	1	12940	㊌	CIRCLED IDEOGRAPH WATER	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	水	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
158	1	12941	㊍	CIRCLED IDEOGRAPH WOOD	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	木	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
159	1	12942	㊎	CIRCLED IDEOGRAPH METAL	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	金	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
160	1	12943	㊏	CIRCLED IDEOGRAPH EARTH	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	土	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
161	1	12944	㊐	CIRCLED IDEOGRAPH SUN	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	日	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
162	1	12945	㊑	CIRCLED IDEOGRAPH STOCK	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	株	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
163	1	12946	㊒	CIRCLED IDEOGRAPH HAVE	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	有	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
164	1	12947	㊓	CIRCLED IDEOGRAPH SOCIETY	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	社	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
165	1	12948	㊔	CIRCLED IDEOGRAPH NAME	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	名	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
166	1	12949	㊕	CIRCLED IDEOGRAPH SPECIAL	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	特	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
167	1	12950	㊖	CIRCLED IDEOGRAPH FINANCIAL	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	財	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
168	1	12951	㊗	CIRCLED IDEOGRAPH CONGRATULATION	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	祝	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
169	1	12952	㊘	CIRCLED IDEOGRAPH LABOR	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	労	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
170	1	12953	㊙	CIRCLED IDEOGRAPH SECRET	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	秘	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
171	1	12954	㊚	CIRCLED IDEOGRAPH MALE	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	男	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
172	1	12955	㊛	CIRCLED IDEOGRAPH FEMALE	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	女	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
173	1	12956	㊜	CIRCLED IDEOGRAPH SUITABLE	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	適	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
174	1	12957	㊝	CIRCLED IDEOGRAPH EXCELLENT	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	優	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
175	1	12958	㊞	CIRCLED IDEOGRAPH PRINT	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	印	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
176	1	12959	㊟	CIRCLED IDEOGRAPH ATTENTION	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	注	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
177	1	12960	㊠	CIRCLED IDEOGRAPH ITEM	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	項	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
178	1	12961	㊡	CIRCLED IDEOGRAPH REST	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	休	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
179	1	12962	㊢	CIRCLED IDEOGRAPH COPY	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	写	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
180	1	12963	㊣	CIRCLED IDEOGRAPH CORRECT	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	正	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
181	1	12964	㊤	CIRCLED IDEOGRAPH HIGH	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	上	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
182	1	12965	㊥	CIRCLED IDEOGRAPH CENTRE	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	中	Circle	-	-	-	-	-	-			None	CIRCLED IDEOGRAPH CENTER	-	-	-	-	-		-	False	True	0
183	1	12966	㊦	CIRCLED IDEOGRAPH LOW	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	下	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
184	1	12967	㊧	CIRCLED IDEOGRAPH LEFT	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	左	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
185	1	12968	㊨	CIRCLED IDEOGRAPH RIGHT	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	右	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
186	1	12969	㊩	CIRCLED IDEOGRAPH MEDICINE	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	医	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
187	1	12970	㊪	CIRCLED IDEOGRAPH RELIGION	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	宗	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
188	1	12971	㊫	CIRCLED IDEOGRAPH STUDY	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	学	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
189	1	12972	㊬	CIRCLED IDEOGRAPH SUPERVISE	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	監	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
190	1	12973	㊭	CIRCLED IDEOGRAPH ENTERPRISE	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	企	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
191	1	12974	㊮	CIRCLED IDEOGRAPH RESOURCE	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	資	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
192	1	12975	㊯	CIRCLED IDEOGRAPH ALLIANCE	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	協	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
193	1	12976	㊰	CIRCLED IDEOGRAPH NIGHT	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	夜	Circle	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
194	1	12977	㊱	CIRCLED NUMBER THIRTY SIX	36	OtherNeutral	False	Enclosed CJK Letters and Months	NotReordered	-	OtherNumber	36	Circle	-	-	-	-	-	-			Numeric	-	-	-	-	-	-		-	False	True	0
195	1	12978	㊲	CIRCLED NUMBER THIRTY SEVEN	37	OtherNeutral	False	Enclosed CJK Letters and Months	NotReordered	-	OtherNumber	37	Circle	-	-	-	-	-	-			Numeric	-	-	-	-	-	-		-	False	True	0
196	1	12979	㊳	CIRCLED NUMBER THIRTY EIGHT	38	OtherNeutral	False	Enclosed CJK Letters and Months	NotReordered	-	OtherNumber	38	Circle	-	-	-	-	-	-			Numeric	-	-	-	-	-	-		-	False	True	0
197	1	12980	㊴	CIRCLED NUMBER THIRTY NINE	39	OtherNeutral	False	Enclosed CJK Letters and Months	NotReordered	-	OtherNumber	39	Circle	-	-	-	-	-	-			Numeric	-	-	-	-	-	-		-	False	True	0
198	1	12981	㊵	CIRCLED NUMBER FORTY	40	OtherNeutral	False	Enclosed CJK Letters and Months	NotReordered	-	OtherNumber	40	Circle	-	-	-	-	-	-			Numeric	-	-	-	-	-	-		-	False	True	0
199	1	12982	㊶	CIRCLED NUMBER FORTY ONE	41	OtherNeutral	False	Enclosed CJK Letters and Months	NotReordered	-	OtherNumber	41	Circle	-	-	-	-	-	-			Numeric	-	-	-	-	-	-		-	False	True	0
200	1	12983	㊷	CIRCLED NUMBER FORTY TWO	42	OtherNeutral	False	Enclosed CJK Letters and Months	NotReordered	-	OtherNumber	42	Circle	-	-	-	-	-	-			Numeric	-	-	-	-	-	-		-	False	True	0
201	1	12984	㊸	CIRCLED NUMBER FORTY THREE	43	OtherNeutral	False	Enclosed CJK Letters and Months	NotReordered	-	OtherNumber	43	Circle	-	-	-	-	-	-			Numeric	-	-	-	-	-	-		-	False	True	0
202	1	12985	㊹	CIRCLED NUMBER FORTY FOUR	44	OtherNeutral	False	Enclosed CJK Letters and Months	NotReordered	-	OtherNumber	44	Circle	-	-	-	-	-	-			Numeric	-	-	-	-	-	-		-	False	True	0
203	1	12986	㊺	CIRCLED NUMBER FORTY FIVE	45	OtherNeutral	False	Enclosed CJK Letters and Months	NotReordered	-	OtherNumber	45	Circle	-	-	-	-	-	-			Numeric	-	-	-	-	-	-		-	False	True	0
204	1	12987	㊻	CIRCLED NUMBER FORTY SIX	46	OtherNeutral	False	Enclosed CJK Letters and Months	NotReordered	-	OtherNumber	46	Circle	-	-	-	-	-	-			Numeric	-	-	-	-	-	-		-	False	True	0
205	1	12988	㊼	CIRCLED NUMBER FORTY SEVEN	47	OtherNeutral	False	Enclosed CJK Letters and Months	NotReordered	-	OtherNumber	47	Circle	-	-	-	-	-	-			Numeric	-	-	-	-	-	-		-	False	True	0
206	1	12989	㊽	CIRCLED NUMBER FORTY EIGHT	48	OtherNeutral	False	Enclosed CJK Letters and Months	NotReordered	-	OtherNumber	48	Circle	-	-	-	-	-	-			Numeric	-	-	-	-	-	-		-	False	True	0
207	1	12990	㊾	CIRCLED NUMBER FORTY NINE	49	OtherNeutral	False	Enclosed CJK Letters and Months	NotReordered	-	OtherNumber	49	Circle	-	-	-	-	-	-			Numeric	-	-	-	-	-	-		-	False	True	0
208	1	12991	㊿	CIRCLED NUMBER FIFTY	50	OtherNeutral	False	Enclosed CJK Letters and Months	NotReordered	-	OtherNumber	50	Circle	-	-	-	-	-	-			Numeric	-	-	-	-	-	-		-	False	True	0
209	1	12992	㋀	IDEOGRAPHIC TELEGRAPH SYMBOL FOR JANUARY	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	1月	Compat	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
210	1	12993	㋁	IDEOGRAPHIC TELEGRAPH SYMBOL FOR FEBRUARY	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	2月	Compat	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
211	1	12994	㋂	IDEOGRAPHIC TELEGRAPH SYMBOL FOR MARCH	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	3月	Compat	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
212	1	12995	㋃	IDEOGRAPHIC TELEGRAPH SYMBOL FOR APRIL	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	4月	Compat	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
213	1	12996	㋄	IDEOGRAPHIC TELEGRAPH SYMBOL FOR MAY	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	5月	Compat	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
214	1	12997	㋅	IDEOGRAPHIC TELEGRAPH SYMBOL FOR JUNE	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	6月	Compat	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
215	1	12998	㋆	IDEOGRAPHIC TELEGRAPH SYMBOL FOR JULY	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	7月	Compat	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
216	1	12999	㋇	IDEOGRAPHIC TELEGRAPH SYMBOL FOR AUGUST	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	8月	Compat	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
217	1	13000	㋈	IDEOGRAPHIC TELEGRAPH SYMBOL FOR SEPTEMBER	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	9月	Compat	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
218	1	13001	㋉	IDEOGRAPHIC TELEGRAPH SYMBOL FOR OCTOBER	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	10月	Compat	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
219	1	13002	㋊	IDEOGRAPHIC TELEGRAPH SYMBOL FOR NOVEMBER	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	11月	Compat	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
220	1	13003	㋋	IDEOGRAPHIC TELEGRAPH SYMBOL FOR DECEMBER	-	LeftToRight	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	12月	Compat	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
221	1	13004	㋌	SQUARE HG	-	OtherNeutral	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	Hg	Square	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
222	1	13005	㋍	SQUARE ERG	-	OtherNeutral	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	erg	Square	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
223	1	13006	㋎	SQUARE EV	-	OtherNeutral	False	Enclosed CJK Letters and Months	NotReordered	-	OtherSymbol	eV	Square	-	-	-	-	-	-			None	-	-	-	-	-	-		-	False	True	0
